vx,vy,v_out,ideal,err
-0.95,0.7,0.752558712,0.7434159673932337,0.00914274460676634
-0.9,0.7,0.772562208,0.7632446036793316,0.009317604320668416
-0.85,0.7,0.793579462,0.784089875887459,0.009489586112540915
-0.8,0.7,0.815661213,0.806003908055954,0.009657304944046041
-0.75,0.7,0.838860675,0.8290414966797471,0.009819178320252808
-0.7,0.7,0.863233647,0.853260247730142,0.009973399269858074
-0.65,0.7,0.888838636,0.8787207206997485,0.010117915300251523
-0.6,0.7,0.915736974,0.9054865800327588,0.010250393967241145
-0.55,0.7,0.943992952,0.9336247543192191,0.0103681976807809
-0.5,0.7,0.973673945,0.9632056036513659,0.01046834134863417
-0.45,0.7,1.00485055,0.9943030955605058,0.01054745443949423
-0.4,0.7,1.03759675,1.0269949899743718,0.010601760025628293
-0.35,0.7,1.07199002,1.0613630336574458,0.010626986342554323
-0.3,0.7,1.1081115,1.0974931646204502,0.010618335379549704
-0.25,0.7,1.14604616,1.1354757270101374,0.0105704329898626
-0.2,0.7,1.18588297,1.1754056970167142,0.010477272983285824
-0.15,0.7,1.22771502,1.2173829203637903,0.010332099636209735
-0.1,0.7,1.27163975,1.261512361974692,0.010127388025308104
-0.05,0.7,1.31775907,1.3079043684394465,0.009854701560553458
2.91433544e-16,0.7,1.36617959,1.3566749439387327,0.00950464606126733
0.05,0.7,1.4170128,1.4079460403147566,0.009066759685243397
0.1,0.7,1.47037519,1.4618458620143802,0.008529327985619783
0.15,0.7,1.52638856,1.5185091866670155,0.007879373332984496
0.2,0.7,1.58518011,1.5780777020989023,0.007102407901097729
0.25,0.7,1.64688271,1.6407003606264738,0.006182349373526241
0.3,0.7,1.71163505,1.7065337515147356,0.005101298485264305
0.35,0.7,1.7795819,1.7757424925319896,0.0038394074680103696
0.4,0.7,1.85087428,1.8484996415800028,0.002374638419997188
0.45,0.7,1.92566966,1.9249871294289012,0.0006825305710989049
0.5,0.7,2.00413219,2.0053962146388606,-0.0012640246388606613
0.55,0.7,2.0864329,2.0899279618061275,-0.003495061806127353
0.6,0.7,2.17274991,2.1787937443292416,-0.006043834329241715
0.65,0.7,2.26326861,2.2722157729526287,-0.008947162952628762
0.7,0.7,2.35818186,2.370427651409209,-0.012245791409208895
0.75,0.7,2.45769021,2.4736749605514072,-0.015984750551407245
0.8,0.7,2.56200204,2.5822158724312003,-0.02021383243120045
0.85,0.7,2.67133377,2.696321795864723,-0.024988025864723262
0.9,0.7,2.78591,2.8162780550956823,-0.03036805509568241
0.95,0.7,2.90596366,2.9423846032545784,-0.036420943254578564
1.0,0.7,3.03173615,3.0749567723977775,-0.043220622397777575
-1.0,0.7999999999999999,0.598661748,0.5910229924856522,0.007638755514347895
-0.95,0.7999999999999999,0.617699861,0.609884574768711,0.00781528623128891
-0.9,0.7999999999999999,0.637703358,0.6297132110548089,0.007990146945191068
-0.85,0.7999999999999999,0.658720611,0.6505584832629365,0.008162127737063485
-0.8,0.7999999999999999,0.680802362,0.6724725154314314,0.00832984656856861
-0.75,0.7999999999999999,0.704001824,0.6955101040552245,0.008491719944775489
-0.7,0.7999999999999999,0.728374797,0.7197288551056193,0.008645941894380615
-0.65,0.7999999999999999,0.753979785,0.7451893280752259,0.008790456924774093
-0.6,0.7999999999999999,0.780878123,0.7719551874082362,0.008922935591763825
-0.55,0.7999999999999999,0.809134101,0.8000933616946965,0.00904073930530358
-0.5,0.7999999999999999,0.838815094,0.8296742110268432,0.009140882973156739
-0.45,0.7999999999999999,0.869991704,0.8607717029359832,0.00922000106401688
-0.4,0.7999999999999999,0.902737901,0.8934635973498491,0.009274303650150806
-0.35,0.7999999999999999,0.937131166,0.9278316410329233,0.009299524967076755
-0.3,0.7999999999999999,0.973252647,0.9639617719959277,0.00929087500407233
-0.25,0.7999999999999999,1.01118731,1.0019443343856147,0.009242975614385252
-0.2,0.7999999999999999,1.05102412,1.0418743043921916,0.009149815607808254
-0.15,0.7999999999999999,1.09285617,1.0838515277392677,0.009004642260732165
-0.1,0.7999999999999999,1.1367809,1.1279809693501694,0.008799930649830534
-0.05,0.7999999999999999,1.18290022,1.174372975814924,0.00852724418507611
2.91433544e-16,0.7999999999999999,1.23132074,1.2231435513142102,0.00817718868578976
